20000 999387
18404 6440 80
18404 6649 56
18404 6779 95
18404 6848 100
18404 7488 68
18404 7504 79
18404 7799 30
18404 7827 13
18404 8453 42
18404 8649 100
18404 8771 12
18404 9002 97
18404 9136 84
18404 9583 35
18404 9801 89
18404 9821 1
18404 10349 44
18404 10464 67
18404 10544 74
18404 11162 71
18404 12072 43
18404 12152 37
18404 12162 50
18404 13202 63
18404 13706 27
18404 14355 0
18404 14500 78
18404 14536 1
18404 14782 55
18404 14794 55
18404 15448 45
18404 15597 65
18404 15676 21
18404 16129 21
18404 16147 31
18404 16196 45
18404 17920 24
18404 18020 70
18404 18028 44
18404 18081 16
18404 18910 2
18404 19645 60
18405 1101 70
18405 1358 80
18405 1444 53
18405 1781 54
18405 1905 25
18405 1909 61
18405 2506 41
18405 2592 70
18405 2788 46
18405 5585 38
18405 5707 80
18405 6291 75
18405 6758 33
18405 6774 79
18405 7086 31
18405 7142 31
18405 7258 33
18405 7305 31
18405 7369 31
18405 7795 79
18405 7840 67
18405 7921 9
18405 8008 94
18405 8530 92
18405 9226 35
18405 9992 21
18405 10252 61
18405 10519 89
18405 10941 98
18405 12431 0
18405 12805 89
18405 12970 67
18405 13083 24
18405 13291 66
18405 13623 29
18405 13753 100
18405 14044 0
18405 14425 75
18405 14853 3
18405 15185 49
18405 16628 78
18405 16661 40
18405 16990 56
18405 19337 48
18405 19567 75
18406 442 74
18406 599 41
18406 1064 34
18406 1172 98
18406 1201 19
18406 1570 12
18406 1666 67
18406 2319 76
18406 3101 43
18406 4550 2
18406 4894 6
18406 5131 26
18406 5337 33
18406 5660 28
18406 5713 5
18406 7252 71
18406 7839 17
18406 7871 58
18406 8153 95
18406 8369 64
18406 8791 37
18406 9028 61
18406 9807 81
18406 10409 54
18406 10585 78
18406 10756 58
18406 10909 65
18406 11464 77
18406 11945 29
18406 11997 82
18406 12183 30
18406 12215 59
18406 12371 56
18406 14005 9
18406 14328 10
18406 14432 87
18406 14725 100
18406 14834 44
18406 15023 72
18406 15283 60
18406 16111 83
18406 16212 78
18406 16246 81
18406 16714 48
18406 16798 37
18406 17813 55
18406 18207 15
18406 18318 34
18406 18364 87
18406 18549 87
18406 18770 20
18406 19573 62
18406 19618 30
18406 19644 80
18407 414 49
18407 1246 66
18407 2702 71
18407 2800 42
18407 4251 40
18407 4513 34
18407 4753 62
18407 4813 90
18407 5435 13
18407 5724 22
18407 5863 38
18407 7363 19
18407 7465 49
18407 8659 48
18407 8996 31
18407 9957 59
18407 10655 18
18407 11303 91
18407 11346 9
18407 11427 21
18407 11964 100
18407 11999 26
18407 12170 39
18407 12236 1
18407 12268 14
18407 12378 80
18407 13420 86
18407 13631 51
18407 14511 56
18407 15117 64
18407 15673 10
18407 15762 31
18407 16066 82
18407 16625 33
18407 16656 88
18407 17129 49
18407 17607 84
18407 17780 38
18407 18080 31
18407 19086 22
18407 19389 10
18408 365 24
18408 397 42
18408 420 36
18408 799 44
18408 1002 74
18408 1221 46
18408 1325 27
18408 1599 4
18408 2522 33
18408 3020 56
18408 3023 5
18408 4216 22
18408 4388 95
18408 4454 7
18408 5634 17
18408 5708 0
18408 6279 12
18408 6374 45
18408 6491 28
18408 6687 90
18408 7043 23
18408 7099 89
18408 7118 84
18408 7153 71
18408 7658 6
18408 7685 16
18408 7834 39
18408 8102 38
18408 8273 95
18408 8323 1
18408 8428 26
18408 8592 15
18408 9200 6
18408 9356 57
18408 9517 41
18408 9648 57
18408 9711 7
18408 11098 3
18408 11387 71
18408 11564 84
18408 13657 18
18408 13910 63
18408 14137 78
18408 16036 17
18408 16117 31
18408 16403 30
18408 17072 46
18408 17087 37
18408 17657 4
18408 17775 95
18408 17979 66
18409 500 86
18409 555 36
18409 752 23
18409 916 63
18409 1768 43
18409 2213 30
18409 2377 82
18409 2450 36
18409 2740 11
18409 2939 75
18409 3522 70
18409 3609 18
18409 3618 36
18409 3813 91
18409 3847 4
18409 4653 42
18409 5640 39
18409 5714 13
18409 5883 62
18409 6185 53
18409 6368 41
18409 6707 24
18409 7133 76
18409 7619 97
18409 7720 30
18409 8002 11
18409 8068 92
18409 9217 45
18409 10422 50
18409 10462 77
18409 11229 90
18409 11468 43
18409 12242 65
18409 12615 100
18409 13095 22
18409 13677 24
18409 16065 10
18409 16433 77
18409 16681 75
18409 16966 14
18409 17099 91
18409 18635 41
18409 19415 69
18409 19428 6
18409 19690 44
18410 1142 22
18410 1646 82
18410 1709 74
18410 2336 4
18410 3476 32
18410 3827 85
18410 4737 71
18410 5192 8
18410 5242 56
18410 5340 28
18410 5432 95
18410 5713 14
18410 5731 7
18410 6981 71
18410 7261 26
18410 7637 47
18410 8611 11
18410 8787 99
18410 9438 82
18410 9739 30
18410 10424 47
18410 10462 91
18410 10882 98
18410 11405 32
18410 11864 17
18410 12063 67
18410 12516 80
18410 13067 3
18410 14282 92
18410 14571 25
18410 14902 71
18410 15228 83
18410 15378 78
18410 15878 36
18410 15895 92
18410 15938 4
18410 16355 53
18410 16589 89
18410 16656 89
18410 16844 55
18410 17392 18
18410 17598 96
18410 17890 26
18410 18015 59
18410 18180 60
18410 18970 35
18410 19306 88
18410 19689 98
18410 19894 44
18410 19948 92
18411 564 31
18411 779 11
18411 918 18
18411 1146 85
18411 1706 84
18411 3036 89
18411 3315 99
18411 3810 50
18411 4085 59
18411 5029 0
18411 5610 76
18411 5683 84
18411 5846 47
18411 5900 25
18411 6598 98
18411 7592 88
18411 7770 9
18411 8632 45
18411 9571 0
18411 9614 95
18411 10158 25
18411 10335 72
18411 11104 72
18411 11124 20
18411 11410 48
18411 11543 44
18411 11654 46
18411 11758 36
18411 12874 18
18411 13133 92
18411 13716 20
18411 14469 3
18411 14592 87
18411 14715 33
18411 15333 88
18411 15449 51
18411 16415 45
18411 16421 38
18411 16543 34
18411 16679 44
18411 17341 9
18411 17613 79
18411 18697 62
18411 19524 3
18412 403 12
18412 668 68
18412 984 49
18412 1194 19
18412 1815 13
18412 2319 45
18412 2388 99
18412 2391 45
18412 2402 73
18412 2453 62
18412 3076 43
18412 3388 73
18412 3500 93
18412 3507 9
18412 3604 69
18412 4143 49
18412 4331 54
18412 4584 26
18412 5038 35
18412 5347 84
18412 5582 31
18412 6192 65
18412 6599 92
18412 7283 47
18412 7353 3
18412 7922 18
18412 7938 10
18412 8867 98
18412 9828 14
18412 9968 64
18412 10686 40
18412 10825 96
18412 11507 67
18412 12560 53
18412 12574 76
18412 12655 36
18412 14442 86
18412 15546 14
18412 15671 96
18412 16245 38
18412 16272 42
18412 16376 43
18412 17396 51
18412 18288 84
18412 19431 51
18412 19924 17
18413 382 50
18413 597 95
18413 752 9
18413 1172 30
18413 1367 86
18413 1906 74
18413 1964 14
18413 2005 18
18413 2210 49
18413 2863 32
18413 3095 40
18413 4447 70
18413 4841 44
18413 5460 21
18413 5528 87
18413 6174 61
18413 6776 18
18413 6866 69
18413 7378 5
18413 8096 30
18413 8212 35
18413 8798 64
18413 8913 13
18413 8990 55
18413 8994 30
18413 9456 87
18413 9457 4
18413 9798 35
18413 9802 89
18413 10050 67
18413 10317 65
18413 10845 7
18413 11047 24
18413 11450 76
18413 12601 64
18413 12832 33
18413 13363 16
18413 14213 35
18413 14214 97
18413 14812 69
18413 15062 89
18413 15572 28
18413 16402 41
18413 17430 4
18413 17459 68
18413 17522 81
18413 17773 22
18413 18790 74
18413 19719 98
18413 19991 81
18414 30 70
18414 1824 60
18414 1855 5
18414 1893 31
18414 2030 5
18414 2035 39
18414 2418 49
18414 3361 98
18414 3420 71
18414 3618 4
18414 4186 15
18414 4589 53
18414 4797 74
18414 5863 43
18414 6212 69
18414 6460 67
18414 7261 11
18414 7411 36
18414 7464 8
18414 7959 65
18414 8504 36
18414 9977 34
18414 10293 4
18414 10358 34
18414 10592 88
18414 10738 64
18414 10918 12
18414 10995 51
18414 11147 53
18414 11271 98
18414 11329 63
18414 11335 65
18414 11473 15
18414 12683 67
18414 12848 47
18414 13029 44
18414 13297 10
18414 14011 12
18414 14339 13
18414 14364 13
18414 15778 19
18414 16323 45
18414 16328 14
18414 16497 70
18414 17516 50
18414 17797 70
18414 18390 97
18414 18419 36
18414 18926 12
18414 19106 54
18414 19308 57
18415 857 41
18415 1387 12
18415 1514 0
18415 1749 2
18415 1769 57
18415 3348 59
18415 3398 84
18415 3724 68
18415 4808 90
18415 4839 49
18415 5723 77
18415 5748 48
18415 6268 88
18415 6749 48
18415 6896 72
18415 6898 65
18415 7763 63
18415 7799 63
18415 7836 25
18415 8499 86
18415 9133 17
18415 9370 48
18415 9957 62
18415 10090 10
18415 10309 26
18415 12101 78
18415 12184 38
18415 12187 88
18415 12489 52
18415 13107 10
18415 13623 79
18415 14396 96
18415 15076 64
18415 15260 85
18415 16262 97
18415 16359 41
18415 18721 50
18415 19109 23
18415 19654 98
18415 19754 34
18416 635 72
18416 642 81
18416 1357 6
18416 1470 91
18416 1577 51
18416 1895 84
18416 2295 12
18416 2337 68
18416 3116 97
18416 3339 88
18416 3609 57
18416 3822 66
18416 3938 34
18416 4020 3
18416 4049 3
18416 4056 100
18416 5244 76
18416 5898 96
18416 5923 98
18416 5938 98
18416 6969 15
18416 8649 22
18416 9236 64
18416 9292 68
18416 9812 24
18416 10480 49
18416 10686 58
18416 10756 34
18416 11492 18
18416 11606 43
18416 11758 6
18416 12344 12
18416 12518 16
18416 12646 19
18416 12666 97
18416 13229 73
18416 13904 41
18416 13920 42
18416 13997 83
18416 14385 78
18416 14590 62
18416 14619 44
18416 16004 25
18416 16047 12
18416 16447 5
18416 17127 78
18416 17255 22
18416 17818 44
18416 17836 95
18416 17999 71
18416 18187 59
18416 18390 19
18416 18538 36
18416 18846 11
18416 18935 65
18416 19133 54
18416 19163 89
18416 19405 29
18416 19557 42
18417 282 88
18417 283 68
18417 656 64
18417 663 86
18417 810 14
18417 2601 26
18417 3674 37
18417 3795 21
18417 4902 70
18417 4961 97
18417 5393 39
18417 5943 80
18417 5962 74
18417 6049 32
18417 6368 88
18417 7039 8
18417 7067 57
18417 7731 28
18417 7840 29
18417 7936 69
18417 8233 81
18417 8763 29
18417 9431 21
18417 9508 63
18417 10175 62
18417 10333 39
18417 11303 52
18417 11641 92
18417 11958 44
18417 12544 84
18417 12597 82
18417 13305 62
18417 13477 67
18417 14296 71
18417 14299 46
18417 14818 94
18417 14875 37
18417 14998 64
18417 15456 2
18417 15880 60
18417 15996 89
18417 17461 16
18417 17992 20
18417 18202 69
18417 18717 3
18417 19081 95
18417 19370 61
18417 19863 40
18418 170 95
18418 407 5
18418 583 83
18418 1181 2
18418 1350 8
18418 2529 5
18418 2885 21
18418 2991 87
18418 3027 96
18418 3744 36
18418 4085 70
18418 4553 7
18418 4726 17
18418 4772 19
18418 5575 81
18418 5984 92
18418 6362 100
18418 6779 25
18418 7172 68
18418 7522 6
18418 7706 5
18418 8006 49
18418 8644 81
18418 8911 18
18418 9783 65
18418 10025 94
18418 10210 16
18418 10267 70
18418 10591 98
18418 10645 79
18418 10790 93
18418 11440 12
18418 11809 29
18418 11965 40
18418 12303 76
18418 12626 78
18418 12746 44
18418 13341 31
18418 13597 75
18418 14238 55
18418 14772 11
18418 15311 21
18418 15754 66
18418 15831 54
18418 17065 32
18418 17203 16
18418 17307 48
18418 18296 74
18418 18329 61
18418 18333 13
18418 18451 76
18418 18477 22
18418 19517 55
18418 19877 19
18419 202 70
18419 501 65
18419 803 68
18419 1281 82
18419 1355 51
18419 1367 60
18419 1442 73
18419 1945 46
18419 1983 22
18419 2026 38
18419 2553 22
18419 2563 96
18419 2585 48
18419 3124 43
18419 3230 73
18419 3274 79
18419 3296 20
18419 3478 96
18419 4875 43
18419 5007 59
18419 5491 99
18419 5949 40
18419 6335 13
18419 6604 22
18419 7360 53
18419 7373 54
18419 7482 2
18419 7564 52
18419 7755 70
18419 7832 41
18419 8153 33
18419 8611 66
18419 8633 0
18419 8900 12
18419 8932 17
18419 10201 23
18419 10843 7
18419 11909 68
18419 12044 11
18419 12282 1
18419 12411 42
18419 12461 14
18419 13164 54
18419 13227 97
18419 13628 10
18419 14357 56
18419 15599 83
18419 16190 60
18419 16221 71
18419 16553 85
18419 17854 26
18419 18378 85
18419 19259 51
18419 19450 27
18419 19456 17
18419 19907 1
18420 292 61
18420 334 7
18420 375 34
18420 440 78
18420 611 52
18420 673 89
18420 1576 66
18420 1916 24
18420 1984 90
18420 3150 100
18420 3398 53
18420 3795 14
18420 3824 46
18420 4064 37
18420 4176 100
18420 4200 53
18420 4436 69
18420 4652 56
18420 4718 81
18420 4858 84
18420 4930 40
18420 5242 70
18420 5379 94
18420 5705 32
18420 6674 74
18420 7101 25
18420 7169 4
18420 7945 31
18420 8076 91
18420 8154 57
18420 8853 81
18420 11080 98
18420 11162 61
18420 12126 58
18420 12464 76
18420 12683 9
18420 13507 29
18420 13647 89
18420 13952 3
18420 14061 34
18420 14087 100
18420 14705 37
18420 14823 11
18420 15311 71
18420 15850 15
18420 15928 86
18420 16087 97
18420 16132 31
18420 16296 39
18420 16780 37
18420 17227 5
18420 17301 64
18420 17984 84
18420 18508 87
18420 18611 8
18420 19783 31
18421 298 50
18421 362 7
18421 1372 64
18421 1498 52
18421 1960 20
18421 1973 19
18421 2785 73
18421 2928 51
18421 3288 80
18421 3390 41
18421 3670 64
18421 4013 14
18421 4062 2
18421 4352 14
18421 4505 3
18421 5481 29
18421 5596 48
18421 5662 100
18421 5963 85
18421 6096 38
18421 7269 80
18421 7401 59
18421 8495 66
18421 8579 3
18421 8871 30
18421 8969 37
18421 9245 52
18421 10181 39
18421 10241 14
18421 10566 56
18421 10654 16
18421 11401 84
18421 12526 25
18421 12701 10
18421 13492 85
18421 13690 -1
18421 14001 0
18421 14272 18
18421 14529 27
18421 15905 45
18421 15948 73
18421 15982 63
18421 16797 40
18421 16888 15
18421 17083 49
18421 17189 90
18421 17383 48
18421 18473 19
18421 18748 26
18421 18765 76
18421 19200 67
18421 19215 0
18421 19238 19
18421 19251 85
18421 19708 35
18422 45 90
18422 883 80
18422 995 73
18422 1251 92
18422 1333 39
18422 1705 60
18422 2462 30
18422 2732 70
18422 2797 33
18422 2912 24
18422 3260 60
18422 4413 95
18422 4655 23
18422 4733 17
18422 5445 35
18422 5706 78
18422 8176 21
18422 8390 14
18422 9409 70
18422 9425 63
18422 9471 74
18422 10434 43
18422 10872 49
18422 11008 45
18422 11547 74
18422 11853 83
18422 12060 56
18422 12642 39
18422 13002 69
18422 13133 67
18422 13165 25
18422 13208 95
18422 13643 39
18422 14439 48
18422 15088 20
18422 15529 80
18422 16675 68
18422 18624 17
18422 18656 18
18422 18789 40
18422 19322 50
18422 19419 95
18423 69 53
18423 93 47
18423 360 86
18423 574 65
18423 707 90
18423 1130 18
18423 1131 60
18423 1359 7
18423 1587 98
18423 1788 80
18423 2354 24
18423 2508 73
18423 3472 31
18423 3540 15
18423 3726 0
18423 3771 81
18423 3787 100
18423 3984 90
18423 4506 7
18423 4546 36
18423 4656 22
18423 5977 23
18423 6423 34
18423 6596 35
18423 7519 21
18423 7523 92
18423 7665 31
18423 7833 93
18423 7915 57
18423 8218 26
18423 8699 29
18423 8858 42
18423 9060 88
18423 9304 77
18423 9428 9
18423 9476 0
18423 10721 94
18423 12194 79
18423 12292 78
18423 12898 96
18423 12989 74
18423 13022 54
18423 13254 66
18423 13625 53
18423 14142 97
18423 14762 32
18423 14772 9
18423 15230 57
18423 15415 83
18423 16116 92
18423 16323 63
18423 16982 38
18423 16996 21
18423 17486 0
18423 19088 20
18423 19304 54
18423 19522 73
18423 19565 46
18423 19617 28
18423 19768 73
18424 1295 31
18424 1427 38
18424 2090 52
18424 2140 16
18424 2380 16
18424 2500 49
18424 2558 81
18424 3581 89
18424 3680 41
18424 4480 70
18424 4652 22
18424 4798 82
18424 4911 57
18424 5407 99
18424 5433 38
18424 5571 6
18424 5742 67
18424 5837 36
18424 6462 42
18424 6686 43
18424 6693 84
18424 8467 97
18424 8771 84
18424 9040 93
18424 9438 55
18424 9460 69
18424 10380 65
18424 11140 33
18424 11196 31
18424 11750 4
18424 11908 12
18424 12105 67
18424 12996 43
18424 13675 46
18424 13684 2
18424 14059 24
18424 15055 68
18424 15308 34
18424 15371 60
18424 15443 62
18424 15763 88
18424 16156 14
18424 16160 43
18424 16636 96
18424 16711 87
18424 17149 99
18424 18736 51
18424 19813 99
18424 19983 58
18425 800 11
18425 895 78
18425 1361 93
18425 1576 51
18425 1649 16
18425 2336 61
18425 3905 99
18425 4127 86
18425 4377 75
18425 4378 40
18425 4652 37
18425 4733 57
18425 4743 76
18425 4929 22
18425 5686 42
18425 5948 22
18425 6153 17
18425 6886 18
18425 6960 21
18425 6962 41
18425 7058 59
18425 7064 21
18425 7775 72
18425 8471 9
18425 8620 55
18425 8709 85
18425 8902 35
18425 9599 64
18425 10319 6
18425 11037 76
18425 11200 36
18425 11398 52
18425 11469 16
18425 11520 16
18425 11564 12
18425 11753 73
18425 12011 9
18425 12142 35
18425 12966 85
18425 13148 90
18425 13329 53
18425 13456 84
18425 13463 15
18425 13464 61
18425 13930 51
18425 14101 11
18425 14610 33
18425 14909 98
18425 15046 38
18425 15050 69
18425 15559 28
18425 15620 28
18425 16269 53
18425 16500 20
18425 17219 49
18425 17377 40
18425 17568 39
18425 17604 79
18425 18275 87
18425 19782 69
18425 19913 65
18425 19981 20
18426 320 56
18426 557 73
18426 594 63
18426 1088 80
18426 1678 84
18426 2059 24
18426 2654 84
18426 3689 51
18426 4540 89
18426 4555 94
18426 5017 24
18426 5983 75
18426 6749 42
18426 7396 2
18426 7546 21
18426 8301 63
18426 8367 61
18426 8543 5
18426 9140 16
18426 10215 99
18426 10434 56
18426 10616 21
18426 10648 23
18426 11688 42
18426 11973 1
18426 12645 80
18426 13381 28
18426 13390 17
18426 13592 62
18426 13608 62
18426 13800 45
18426 13978 1
18426 14270 29
18426 15804 99
18426 15900 87
18426 16129 94
18426 16505 54
18426 16624 12
18426 17613 90
18426 18106 28
18426 18117 3
18426 18216 66
18426 18473 21
18426 18959 49
18426 19115 2
18426 19737 37
18426 19893 39
18427 646 7
18427 892 89
18427 1555 86
18427 1661 18
18427 1920 8
18427 1968 61
18427 2960 42
18427 4041 71
18427 4168 7
18427 4188 74
18427 4244 21
18427 4417 61
18427 4443 38
18427 7034 9
18427 7463 93
18427 8694 46
18427 8747 7
18427 9931 91
18427 9981 9
18427 10266 19
18427 10440 84
18427 10510 52
18427 11407 67
18427 11949 13
18427 12344 16
18427 13032 7
18427 13811 65
18427 14004 69
18427 14373 57
18427 14432 82
18427 14922 61
18427 15127 16
18427 15858 13
18427 16639 25
18427 16718 39
18427 17456 58
18427 17571 97
18427 17578 43
18427 17607 77
18427 17628 86
18427 18232 14
18427 18322 92
18427 19518 4
18427 19651 62
18428 853 22
18428 1828 17
18428 2680 17
18428 2909 66
18428 3026 59
18428 3072 98
18428 5308 92
18428 5802 56
18428 6202 34
18428 6328 41
18428 6402 56
18428 6724 32
18428 6998 87
18428 7231 5
18428 8074 29
18428 8863 20
18428 9185 9
18428 9242 2
18428 10051 70
18428 12287 58
18428 12871 79
18428 12907 76
18428 12967 47
18428 13028 47
18428 13123 21
18428 13429 95
18428 13854 55
18428 14625 79
18428 14832 20
18428 15233 42
18428 15427 89
18428 15774 85
18428 16283 43
18428 16754 67
18428 16764 20
18428 18644 88
18428 18783 0
18428 18972 25
18428 19260 75
18428 19494 44
18428 19572 38
18428 19922 66
18429 430 43
18429 558 79
18429 607 21
18429 1042 73
18429 1388 90
18429 3847 0
18429 3984 48
18429 4643 46
18429 4734 49
18429 6507 73
18429 6936 80
18429 7272 97
18429 7882 72
18429 7926 12
18429 7953 25
18429 8073 100
18429 9201 51
18429 10016 13
18429 10509 57
18429 10571 32
18429 10779 99
18429 12567 41
18429 12571 91
18429 12678 56
18429 12693 48
18429 12904 79
18429 14137 27
18429 14458 79
18429 15172 30
18429 15215 53
18429 15335 13
18429 15806 60
18429 16040 76
18429 16364 69
18429 16749 43
18429 16957 0
18429 16963 78
18429 17060 0
18429 17092 51
18429 17553 65
18429 17900 98
18429 18133 30
18429 18419 46
18429 18441 59
18429 19640 18
18430 186 49
18430 553 66
18430 564 34
18430 846 68
18430 917 59
18430 1036 28
18430 1135 52
18430 1234 89
18430 2001 75
18430 2025 53
18430 2450 56
18430 3315 58
18430 4056 14
18430 4136 28
18430 4304 15
18430 5060 2
18430 5354 83
18430 5879 27
18430 5972 77
18430 6134 29
18430 6534 65
18430 6638 15
18430 7417 18
18430 8120 34
18430 8187 40
18430 8598 88
18430 8857 79
18430 9017 94
18430 9230 80
18430 9301 77
18430 9684 36
18430 9771 48
18430 10583 77
18430 11039 71
18430 11557 61
18430 11718 6
18430 12064 38
18430 12249 88
18430 12328 71
18430 12534 55
18430 12655 33
18430 13366 20
18430 14223 43
18430 14627 94
18430 15513 55
18430 15518 56
18430 15948 68
18430 16373 22
18430 16514 63
18430 16816 43
18430 17371 79
18430 17383 21
18430 17582 100
18430 17751 16
18430 17840 59
18430 18616 42
18430 18889 86
18430 19382 26
18430 19888 46
18430 19889 30
18431 29 45
18431 237 25
18431 1102 33
18431 1255 83
18431 1689 49
18431 2581 79
18431 2817 57
18431 3047 43
18431 3686 0
18431 3811 50
18431 3820 56
18431 4038 11
18431 4148 50
18431 5295 86
18431 5484 32
18431 5581 19
18431 6999 36
18431 7871 55
18431 8066 39
18431 8783 74
18431 9354 21
18431 10712 21
18431 10982 63
18431 11126 96
18431 11320 31
18431 11713 24
18431 11820 59
18431 11857 48
18431 12045 29
18431 12583 24
18431 13370 48
18431 13951 14
18431 14653 59
18431 14780 51
18431 16085 83
18431 16251 59
18431 16290 7
18431 17953 14
